timestamp,pair,side,quantity,price,value,commission
2025-09-05 00:00:00+00:00,TRX/USD,BUY,71655.08500812134,0.334,23932.79839271253,2.393279839271253
2025-09-05 00:00:00+00:00,BTC/USD,BUY,0.18310753576443647,110451.62,20224.523959389946,2.022452395938995
2025-09-05 01:00:00+00:00,TRX/USD,SELL,14331.01700162427,0.3353,4805.190000644618,0.4805190000644618
2025-09-05 01:00:00+00:00,TRX/USD,SELL,57324.06800649707,0.3353,19220.760002578467,1.9220760002578468
2025-09-05 02:00:00+00:00,TRX/USD,BUY,64863.51854617854,0.3358,21781.169527806753,2.1781169527806754
2025-09-05 03:00:00+00:00,TRX/USD,SELL,12972.703709235708,0.3358,4356.23390556135,0.435623390556135
2025-09-05 03:00:00+00:00,TRX/USD,SELL,51890.81483694283,0.3358,17424.9356222454,1.74249356222454
2025-09-05 04:00:00+00:00,TRX/USD,BUY,58312.04871830903,0.3357,19575.35475473634,1.9575354754736343
2025-09-05 05:00:00+00:00,TRX/USD,SELL,11662.409743661807,0.3355,3912.7384689985365,0.3912738468998537
2025-09-05 05:00:00+00:00,TRX/USD,SELL,46649.63897464723,0.3355,15650.953875994146,1.5650953875994147
2025-09-05 06:00:00+00:00,TRX/USD,BUY,55204.3502542366,0.3351,18498.977770194684,1.8498977770194684
2025-09-05 07:00:00+00:00,TRX/USD,SELL,11040.87005084732,0.3379,3730.709990181309,0.3730709990181309
2025-09-05 07:00:00+00:00,TRX/USD,SELL,44163.48020338928,0.3379,14922.839960725236,1.4922839960725236
2025-09-05 08:00:00+00:00,SUI/USD,BUY,1093.550910793216,3.378,3694.0149766594836,0.3694014976659484
2025-09-05 08:00:00+00:00,TRX/USD,BUY,51311.78351476344,0.337,17292.07104447528,1.7292071044475281
2025-09-05 09:00:00+00:00,TRX/USD,SELL,10262.35670295269,0.3372,3460.466680235647,0.3460466680235647
2025-09-05 09:00:00+00:00,TRX/USD,SELL,41049.42681181075,0.3372,13841.866720942586,1.3841866720942586
2025-09-05 10:00:00+00:00,TRX/USD,BUY,49263.89979901594,0.3369,16597.00784228847,1.659700784228847
2025-09-05 11:00:00+00:00,TRX/USD,SELL,9852.779959803189,0.3375,3325.3132364335765,0.3325313236433577
2025-09-05 11:00:00+00:00,TRX/USD,SELL,39411.119839212755,0.3375,13301.252945734306,1.3301252945734308
2025-09-05 12:00:00+00:00,BTC/USD,SELL,0.06826333423446625,113214.78,7728.418367421565,0.7728418367421565
2025-09-05 12:00:00+00:00,TRX/USD,BUY,9825.3255658547,0.3388,3328.8203017115725,0.33288203017115725
2025-09-05 13:00:00+00:00,TRX/USD,SELL,1965.06511317094,0.338,664.1920082517778,0.06641920082517778
2025-09-05 13:00:00+00:00,TRX/USD,SELL,7860.26045268376,0.338,2656.768033007111,0.26567680330071114
2025-09-05 14:00:00+00:00,BTC/USD,SELL,0.022968840305994047,110569.99,2539.664442945359,0.2539664442945359
2025-09-05 14:00:00+00:00,TRX/USD,BUY,23237.674914501997,0.3333,7745.117049003516,0.7745117049003516
2025-09-05 15:00:00+00:00,TRX/USD,SELL,4647.5349829004,0.3325,1545.305381814383,0.1545305381814383
2025-09-05 15:00:00+00:00,TRX/USD,SELL,18590.139931601596,0.3325,6181.221527257531,0.6181221527257532
2025-09-05 16:00:00+00:00,BTC/USD,SELL,0.03764713924760994,110815.4,4171.882794579595,0.4171882794579595
